    Coord1     Coord2      Energy(Hartree)     Energy(kcal/mol)   Relative(kcal/mol)
      3.60       2.55         -2184.909625      -1371051.489521            29.935967
      3.60       2.50         -2184.907450      -1371050.124688            31.300800
      3.60       2.45         -2184.905249      -1371048.743540            32.681948
      3.60       2.40         -2184.902468      -1371046.998436            34.427052
      3.60       2.35         -2184.899919      -1371045.398914            36.026574
      3.60       2.30         -2184.897327      -1371043.772410            37.653078
      3.60       2.25         -2184.894059      -1371041.721709            39.703779
      3.60       2.20         -2184.890506      -1371039.492168            41.933321
      3.60       2.15         -2184.886915      -1371037.238781            44.186707
      3.60       2.10         -2184.883056      -1371034.817222            46.608266
      3.60       2.05         -2184.879512      -1371032.593328            48.832160
      3.60       2.00         -2184.875859      -1371030.301036            51.124452
      3.60       1.95         -2184.872695      -1371028.315596            53.109892
      3.60       1.90         -2184.869562      -1371026.349609            55.075879
      3.60       1.85         -2184.867149      -1371024.835429            56.590059
      3.60       1.80         -2184.864993      -1371023.482518            57.942970
      3.60       1.75         -2184.866182      -1371024.228627            57.196861
      3.60       1.70         -2184.865598      -1371023.862162            57.563327
      3.60       1.65         -2184.864899      -1371023.423533            58.001956
      3.60       1.60         -2184.863881      -1371022.784728            58.640760
      3.60       1.55         -2184.861701      -1371021.416757            60.008731
      3.60       1.50         -2184.858200      -1371019.219847            62.205642
      3.55       3.95         -2184.918308      -1371056.938186            24.487302
      3.55       3.90         -2184.918502      -1371057.059923            24.365565
      3.55       3.85         -2184.918761      -1371057.222448            24.203040
      3.55       3.80         -2184.918973      -1371057.355480            24.070008
      3.55       3.75         -2184.919165      -1371057.475962            23.949527
      3.55       3.70         -2184.919381      -1371057.611504            23.813985
      3.55       3.65         -2184.919346      -1371057.589541            23.835947
      3.55       3.60         -2184.919622      -1371057.762733            23.662755
      3.55       3.55         -2184.919793      -1371057.870038            23.555451
      3.55       3.50         -2184.919681      -1371057.799757            23.625732
      3.55       3.45         -2184.919914      -1371057.945966            23.479522
      3.55       3.40         -2184.919713      -1371057.819837            23.605651
      3.55       3.35         -2184.919955      -1371057.971694            23.453794
      3.55       3.30         -2184.919733      -1371057.832387            23.593101
      3.55       3.25         -2184.919725      -1371057.827367            23.598121
      3.55       3.20         -2184.919801      -1371057.875058            23.550431
      3.55       3.15         -2184.919624      -1371057.763989            23.661500
      3.55       3.10         -2184.919517      -1371057.696845            23.728643
      3.55       3.05         -2184.919027      -1371057.389365            24.036123
      3.55       3.00         -2184.918785      -1371057.237508            24.187980
      3.55       2.95         -2184.919030      -1371057.391248            24.034240
      3.55       2.90         -2184.918449      -1371057.026665            24.398823
      3.55       2.85         -2184.917718      -1371056.567955            24.857533
      3.55       2.80         -2184.916871      -1371056.036455            25.389033
      3.55       2.75         -2184.915850      -1371055.395768            26.029720
      3.55       2.70         -2184.914726      -1371054.690447            26.735041
      3.55       2.65         -2184.913168      -1371053.712787            27.712701
